ordernumber,sales_channel,warehousecode,procureddate,orderdate,shipdate,deliverydate,currencycode,salesteamid,customerid,storeid,productid,order_quantity,discount_applied,unit_price,unit_cost,order_total,order_discount,grand_total
SO - 000247,Online,WARE-UHY1004,2018-04-10,2018-06-17,2018-07-08,2018-07-09,USD,17,34,217,16,5,0.05,4020.0,2653.2000000000003,20100.0,1005.0,19095.0
SO - 000248,Online,WARE-NBV1002,2018-04-10,2018-06-17,2018-07-10,2018-07-15,USD,20,37,63,12,4,0.15,984.9,669.7320000000001,3939.6,590.9399999999999,3348.66
SO - 000249,Distributor,WARE-MKL1006,2018-04-10,2018-06-17,2018-07-02,2018-07-04,USD,21,50,341,7,7,0.05,227.8,100.232,1594.6000000000001,79.73000000000002,1514.8700000000001
SO - 000250,In-Store,WARE-XYS1001,2017-12-31,2018-06-17,2018-06-23,2018-06-26,USD,3,17,36,35,3,0.15,3993.2,3314.356,11979.599999999999,1796.9399999999998,10182.659999999998
SO - 000251,Online,WARE-NMK1003,2017-12-31,2018-06-17,2018-06-29,2018-07-08,USD,12,25,163,26,4,0.075,221.1,185.724,884.4,66.33,818.0699999999999
SO - 000252,Online,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-04,2018-07-14,USD,12,21,101,43,6,0.075,3356.7000000000003,2819.628,20140.2,1510.515,18629.685
SO - 000253,In-Store,WARE-PUJ1005,2017-12-31,2018-06-18,2018-07-09,2018-07-15,USD,1,35,321,12,1,0.05,1701.8,1157.2240000000002,1701.8,85.09,1616.71
SO - 000254,In-Store,WARE-PUJ1005,2018-04-10,2018-06-18,2018-07-08,2018-07-09,USD,3,9,276,8,3,0.15,2566.1,2181.185,7698.299999999999,1154.745,6543.554999999999
SO - 000255,In-Store,WARE-NMK1003,2017-12-31,2018-06-18,2018-06-22,2018-06-26,USD,6,22,101,5,4,0.05,221.1,126.027,884.4,44.22,840.18
SO - 000256,In-Store,WARE-UHY1004,2018-04-10,2018-06-18,2018-06-30,2018-07-05,USD,5,28,248,4,1,0.1,1782.2,980.2100000000002,1782.2,178.22000000000003,1603.98
SO - 000257,Distributor,WARE-NMK1003,2017-12-31,2018-06-18,2018-07-15,2018-07-16,USD,24,41,95,35,8,0.05,2003.3,801.32,16026.4,801.32,15225.08
SO - 000258,Distributor,WARE-XYS1001,2017-12-31,2018-06-18,2018-07-09,2018-07-16,USD,20,28,33,5,5,0.075,2385.2000000000003,1502.6760000000002,11926.000000000002,894.4500000000002,11031.550000000001
SO - 000259,Online,WARE-XYS1001,2018-04-10,2018-06-18,2018-07-11,2018-07-17,USD,13,22,12,21,1,0.1,2231.1,1784.88,2231.1,223.11,2007.9899999999998
SO - 000260,In-Store,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-02,2018-07-07,USD,10,26,119,35,1,0.05,1005.0,412.05,1005.0,50.25,954.75
SO - 000261,Distributor,WARE-PUJ1005,2018-04-10,2018-06-18,2018-07-12,2018-07-19,USD,23,12,290,40,7,0.05,2693.4,1939.248,18853.8,942.69,17911.11
SO - 000262,Online,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-10,2018-07-11,USD,17,31,110,36,4,0.075,1105.5,652.245,4422.0,331.65,4090.35
SO - 000263,Online,WARE-NBV1002,2018-04-10,2018-06-19,2018-07-10,2018-07-17,USD,17,25,87,39,1,0.075,1909.5,1088.415,1909.5,143.2125,1766.2875
SO - 000264,Distributor,WARE-NMK1003,2018-04-10,2018-06-19,2018-06-21,2018-06-26,USD,21,35,177,38,7,0.2,1118.9,850.364,7832.300000000001,1566.4600000000003,6265.840000000001
SO - 000265,In-Store,WARE-NMK1003,2018-04-10,2018-06-19,2018-06-28,2018-07-03,USD,11,45,94,8,7,0.2,1038.5,758.105,7269.5,1453.9,5815.6
SO - 000266,In-Store,WARE-NMK1003,2017-12-31,2018-06-19,2018-06-28,2018-07-04,USD,1,19,126,19,6,0.05,6324.8,4300.8640000000005,37948.8,1897.4400000000003,36051.36
SO - 000267,In-Store,WARE-XYS1001,2017-12-31,2018-06-19,2018-06-27,2018-07-01,USD,3,16,17,9,7,0.2,1005.0,502.5,7035.0,1407.0,5628.0
SO - 000268,In-Store,WARE-NMK1003,2018-04-10,2018-06-19,2018-07-14,2018-07-17,USD,3,15,178,2,5,0.075,1293.1,659.4810000000001,6465.5,484.91249999999997,5980.5875
SO - 000269,In-Store,WARE-NBV1002,2018-04-10,2018-06-19,2018-07-16,2018-07-26,USD,1,8,76,36,6,0.4,844.2,540.288,5065.200000000001,2026.0800000000004,3039.1200000000003
SO - 000270,In-Store,WARE-PUJ1005,2018-04-10,2018-06-19,2018-07-07,2018-07-14,USD,6,27,318,1,4,0.05,247.9,195.841,991.6,49.580000000000005,942.02
SO - 000271,Distributor,WARE-UHY1004,2017-12-31,2018-06-19,2018-06-26,2018-06-28,USD,21,12,217,21,7,0.3,174.20000000000002,139.36,1219.4,365.82,853.5800000000002
SO - 000272,In-Store,WARE-PUJ1005,2018-04-10,2018-06-20,2018-07-11,2018-07-17,USD,2,30,278,12,6,0.1,1025.1,707.3190000000001,6150.599999999999,615.06,5535.539999999999
SO - 000273,Distributor,WARE-MKL1006,2017-12-31,2018-06-20,2018-07-01,2018-07-06,USD,21,19,341,23,3,0.15,3068.6,2301.45,9205.8,1380.87,7824.929999999999
SO - 000274,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-07-09,2018-07-11,USD,16,44,122,3,2,0.075,241.2,115.776,482.4,36.18,446.21999999999997
SO - 000275,In-Store,WARE-NMK1003,2018-04-10,2018-06-20,2018-07-12,2018-07-17,USD,11,24,200,47,1,0.2,174.20000000000002,139.36,174.20000000000002,34.84,139.36
SO - 000276,In-Store,WARE-XYS1001,2017-12-31,2018-06-20,2018-07-03,2018-07-13,USD,3,10,30,37,2,0.2,2505.8,1804.176,5011.6,1002.3200000000002,4009.28
SO - 000277,Distributor,WARE-UHY1004,2017-12-31,2018-06-20,2018-07-17,2018-07-20,USD,25,35,233,31,7,0.15,2599.6,1637.748,18197.2,2729.58,15467.62
SO - 000278,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-06-24,2018-06-28,USD,18,38,151,28,6,0.15,2278.0,1503.48,13668.0,2050.2,11617.8
SO - 000279,Distributor,WARE-MKL1006,2018-04-10,2018-06-21,2018-07-13,2018-07-21,USD,24,31,353,25,2,0.075,1092.1,589.7340000000002,2184.2,163.81499999999997,2020.3849999999998
SO - 000280,Wholesale,WARE-XYS1001,2018-04-10,2018-06-21,2018-07-04,2018-07-07,USD,25,40,43,7,5,0.2,1139.0,933.98,5695.0,1139.0,4556.0
SO - 000281,In-Store,WARE-MKL1006,2017-12-31,2018-06-21,2018-07-02,2018-07-10,USD,4,9,339,47,2,0.15,1675.0,1072.0,3350.0,502.5,2847.5
SO - 000282,Wholesale,WARE-UHY1004,2018-04-10,2018-06-21,2018-06-29,2018-07-02,USD,26,41,228,26,2,0.05,1011.7,687.9560000000001,2023.4,101.17000000000002,1922.23
SO - 000283,Wholesale,WARE-NMK1003,2018-04-10,2018-06-21,2018-07-16,2018-07-21,USD,27,11,128,46,7,0.1,938.0,412.72,6566.0,656.6,5909.4
SO - 000284,Wholesale,WARE-XYS1001,2018-04-10,2018-06-21,2018-07-16,2018-07-26,USD,28,48,55,2,8,0.05,2566.1,1052.101,20528.8,1026.44,19502.36
SO - 000285,Distributor,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-16,2018-07-24,USD,24,4,177,33,5,0.1,871.0,374.53,4355.0,435.5,3919.5
SO - 000286,In-Store,WARE-NBV1002,2018-04-10,2018-06-22,2018-07-17,2018-07-21,USD,2,4,81,18,1,0.1,2485.7000000000003,1789.7040000000002,2485.7000000000003,248.57000000000005,2237.13
SO - 000287,In-Store,WARE-MKL1006,2018-04-10,2018-06-22,2018-07-13,2018-07-17,USD,1,40,365,41,4,0.4,2345.0,1922.9,9380.0,3752.0,5628.0
SO - 000288,Online,WARE-XYS1001,2018-04-10,2018-06-22,2018-07-12,2018-07-21,USD,15,19,48,27,2,0.05,1118.9,749.6630000000001,2237.8,111.89000000000001,2125.9100000000003
SO - 000289,In-Store,WARE-XYS1001,2018-04-10,2018-06-22,2018-06-25,2018-07-02,USD,11,24,11,42,4,0.1,1996.6,1397.62,7986.4,798.64,7187.759999999999
SO - 000290,In-Store,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-10,2018-07-20,USD,11,6,127,39,1,0.075,710.2,390.61000000000007,710.2,53.265,656.9350000000001
SO - 000291,Online,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-15,2018-07-22,USD,13,6,201,35,4,0.05,3979.8,1790.91,15919.2,795.96,15123.240000000002
SO - 000292,In-Store,WARE-MKL1006,2017-12-31,2018-06-22,2018-07-11,2018-07-13,USD,8,9,339,28,3,0.075,1025.1,440.79300000000006,3075.2999999999997,230.64749999999998,2844.6524999999997
SO - 000293,In-Store,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-04,2018-07-09,USD,3,3,198,9,7,0.2,2519.2000000000003,1309.9840000000002,17634.4,3526.8800000000006,14107.52
SO - 000294,Online,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-18,2018-07-25,USD,15,36,150,2,7,0.05,5031.7,3471.873,35221.9,1761.0950000000003,33460.805
SO - 000295,Online,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-01,2018-07-04,USD,19,27,311,46,1,0.1,1829.1,768.222,1829.1,182.91,1646.1899999999998
SO - 000296,In-Store,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-16,2018-07-22,USD,5,29,304,25,5,0.075,1072.0,900.48,5360.0,402.0,4958.0
SO - 000297,In-Store,WARE-UHY1004,2018-04-10,2018-06-23,2018-07-08,2018-07-14,USD,5,11,247,32,1,0.2,2539.3,1828.296,2539.3,507.86000000000007,2031.44
SO - 000298,In-Store,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-11,2018-07-18,USD,11,24,265,41,1,0.075,3899.4,2027.688,3899.4,292.455,3606.945
SO - 000299,In-Store,WARE-MKL1006,2018-04-10,2018-06-24,2018-06-27,2018-06-30,USD,5,38,366,37,3,0.2,5045.1,3380.217000000001,15135.300000000001,3027.0600000000004,12108.240000000002
SO - 000300,Online,WARE-NMK1003,2018-04-10,2018-06-24,2018-07-14,2018-07-15,USD,19,38,125,14,8,0.05,1005.0,522.6,8040.0,402.0,7638.0
SO - 000301,Wholesale,WARE-NMK1003,2018-04-10,2018-06-24,2018-07-10,2018-07-17,USD,27,20,182,47,7,0.1,2438.8,1219.4,17071.600000000002,1707.1600000000003,15364.440000000002
SO - 000302,In-Store,WARE-NMK1003,2018-04-10,2018-06-25,2018-07-10,2018-07-13,USD,11,46,152,24,4,0.3,3336.6,2035.326,13346.4,4003.9199999999996,9342.48
SO - 000303,In-Store,WARE-UHY1004,2018-04-10,2018-06-25,2018-07-14,2018-07-15,USD,1,38,256,25,4,0.15,1098.8,857.064,4395.2,659.28,3735.92
SO - 000304,Online,WARE-NBV1002,2018-04-10,2018-06-25,2018-07-18,2018-07-21,USD,19,5,66,20,2,0.075,1902.8,970.428,3805.6,285.41999999999996,3520.18
SO - 000305,Online,WARE-NMK1003,2017-12-31,2018-06-25,2018-07-05,2018-07-13,USD,17,32,156,33,4,0.075,3477.3,2190.699,13909.2,1043.19,12866.01
SO - 000306,Wholesale,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-13,2018-07-17,USD,26,36,200,10,1,0.1,2599.6,1481.772,2599.6,259.96,2339.64
SO - 000307,Online,WARE-PUJ1005,2018-04-10,2018-06-26,2018-07-20,2018-07-22,USD,12,1,299,7,1,0.075,1078.7,506.989,1078.7,80.9025,997.7975
SO - 000308,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-15,2018-07-19,USD,17,22,199,31,5,0.2,1045.2,533.052,5226.0,1045.2,4180.8
SO - 000309,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-19,2018-07-22,USD,15,21,157,1,2,0.05,1125.6,787.9200000000001,2251.2,112.56,2138.64
SO - 000310,In-Store,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-16,2018-07-18,USD,1,14,187,22,8,0.05,1105.5,762.795,8844.0,442.20000000000005,8401.8
SO - 000311,Online,WARE-NBV1002,2017-12-31,2018-06-26,2018-07-24,2018-08-03,USD,18,50,84,46,1,0.1,2606.3,1668.0320000000002,2606.3,260.63000000000005,2345.67
SO - 000312,Distributor,WARE-UHY1004,2018-04-10,2018-06-26,2018-07-01,2018-07-11,USD,22,41,228,25,8,0.075,227.8,95.676,1822.4,136.68,1685.72
SO - 000313,Distributor,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-20,2018-07-24,USD,22,35,180,29,7,0.05,167.5,123.95,1172.5,58.625,1113.875
SO - 000314,In-Store,WARE-UHY1004,2017-12-31,2018-06-26,2018-07-08,2018-07-11,USD,7,21,250,16,3,0.1,1145.7,538.479,3437.1000000000004,343.71000000000004,3093.3900000000003
SO - 000315,In-Store,WARE-PUJ1005,2018-04-10,2018-06-26,2018-07-12,2018-07-13,USD,4,37,326,36,7,0.075,2599.6,2157.668,18197.2,1364.79,16832.41
SO - 000316,Distributor,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-09,2018-07-17,USD,24,14,136,18,1,0.05,3939.6,1969.8,3939.6,196.98000000000002,3742.62
SO - 000317,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-18,2018-07-21,USD,2,18,112,37,8,0.075,2881.0,1584.5500000000002,23048.0,1728.6,21319.4
SO - 000318,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-04,2018-07-06,USD,3,22,108,43,2,0.05,3852.5,2003.3,7705.0,385.25,7319.75
SO - 000319,Wholesale,WARE-XYS1001,2018-04-10,2018-06-27,2018-07-04,2018-07-10,USD,27,48,56,42,2,0.05,1139.0,546.72,2278.0,113.9,2164.1
SO - 000320,Distributor,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-06,2018-07-09,USD,23,7,195,25,4,0.05,2519.2000000000003,2040.5520000000004,10076.800000000001,503.8400000000001,9572.960000000001
SO - 000321,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-18,2018-07-23,USD,9,33,82,42,1,0.15,1192.6,703.634,1192.6,178.89,1013.7099999999999
SO - 000322,In-Store,WARE-UHY1004,2018-04-10,2018-06-27,2018-06-29,2018-07-09,USD,5,18,215,14,5,0.075,2412.0,1013.04,12060.0,904.5,11155.5
SO - 000323,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-18,2018-07-22,USD,9,6,134,47,7,0.05,2479.0,2057.57,17353.0,867.6500000000001,16485.35
SO - 000324,Wholesale,WARE-PUJ1005,2018-04-10,2018-06-27,2018-07-13,2018-07-14,USD,26,10,322,35,7,0.1,1956.4,1330.352,13694.800000000001,1369.4800000000002,12325.320000000002
SO - 000325,Online,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-05,2018-07-14,USD,15,4,176,42,5,0.3,1078.7,722.729,5393.5,1618.05,3775.45
SO - 000326,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-12,2018-07-22,USD,6,22,70,26,1,0.075,1212.7,945.906,1212.7,90.9525,1121.7475
SO - 000327,Online,WARE-UHY1004,2018-04-10,2018-06-27,2018-07-06,2018-07-13,USD,18,48,252,29,5,0.075,978.2,821.688,4891.0,366.825,4524.175
SO - 000328,In-Store,WARE-PUJ1005,2018-04-10,2018-06-27,2018-07-14,2018-07-18,USD,4,28,275,45,3,0.05,174.20000000000002,120.198,522.6,26.130000000000003,496.47
SO - 000329,Online,WARE-UHY1004,2018-04-10,2018-06-27,2018-07-08,2018-07-12,USD,19,25,226,17,3,0.15,1125.6,630.3360000000001,3376.7999999999997,506.5199999999999,2870.2799999999997
SO - 000330,Online,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-10,2018-07-11,USD,20,49,288,6,6,0.15,1065.3,468.732,6391.799999999999,958.7699999999999,5433.03
SO - 000331,Online,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-16,2018-07-22,USD,15,11,60,12,5,0.075,3892.7,2724.89,19463.5,1459.7625,18003.7375
SO - 000332,Online,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-18,2018-07-26,USD,17,19,297,9,2,0.3,207.7,120.466,415.4,124.61999999999999,290.78
SO - 000333,In-Store,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-13,2018-07-18,USD,3,20,75,23,7,0.3,1185.9,948.72,8301.300000000001,2490.3900000000003,5810.910000000001
SO - 000334,In-Store,WARE-MKL1006,2018-04-10,2018-06-28,2018-07-10,2018-07-17,USD,10,15,352,18,2,0.15,2586.2000000000003,1629.3060000000005,5172.400000000001,775.86,4396.540000000001
SO - 000335,In-Store,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-08,2018-07-13,USD,8,26,25,30,4,0.3,2579.5,1960.42,10318.0,3095.4,7222.6
SO - 000336,Online,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-21,2018-07-27,USD,16,7,23,36,8,0.075,6378.400000000001,2806.496,51027.200000000004,3827.04,47200.16
SO - 000337,Distributor,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-03,2018-07-11,USD,24,26,292,31,7,0.2,3008.3,2226.1420000000003,21058.100000000002,4211.620000000001,16846.480000000003
SO - 000338,In-Store,WARE-NMK1003,2018-04-10,2018-06-28,2018-07-25,2018-08-01,USD,11,49,140,20,3,0.075,1755.4,930.362,5266.200000000001,394.96500000000003,4871.235000000001
SO - 000339,Online,WARE-NMK1003,2017-12-31,2018-06-28,2018-07-09,2018-07-10,USD,13,28,171,14,8,0.075,1139.0,740.35,9112.0,683.4,8428.6
SO - 000340,In-Store,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-13,2018-07-17,USD,11,46,44,38,5,0.075,6157.3,4556.402,30786.5,2308.9874999999997,28477.5125
SO - 000341,Online,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-25,2018-08-03,USD,18,33,43,40,7,0.1,2231.1,1093.239,15617.699999999999,1561.77,14055.929999999998
SO - 000342,In-Store,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-15,2018-07-18,USD,11,23,64,8,7,0.1,2479.0,1859.25,17353.0,1735.3000000000002,15617.7
SO - 000343,Distributor,WARE-XYS1001,2018-04-10,2018-06-29,2018-07-06,2018-07-15,USD,21,35,18,10,4,0.05,6391.8,4793.85,25567.2,1278.3600000000001,24288.84
SO - 000344,Wholesale,WARE-PUJ1005,2018-04-10,2018-06-29,2018-07-19,2018-07-20,USD,27,4,263,39,2,0.05,1139.0,660.62,2278.0,113.9,2164.1
SO - 000345,Online,WARE-NMK1003,2018-04-10,2018-06-29,2018-07-01,2018-07-08,USD,20,38,196,36,3,0.1,2586.2000000000003,1681.0300000000002,7758.6,775.8600000000001,6982.74
SO - 000346,In-Store,WARE-UHY1004,2018-04-10,2018-06-29,2018-07-04,2018-07-08,USD,1,36,206,35,4,0.05,3899.4,1871.712,15597.6,779.8800000000001,14817.720000000001
SO - 000347,In-Store,WARE-NBV1002,2018-04-10,2018-06-29,2018-07-24,2018-07-29,USD,8,25,80,43,8,0.05,951.4,599.382,7611.2,380.56,7230.639999999999
SO - 000348,In-Store,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-20,2018-07-24,USD,4,8,172,38,1,0.05,5607.900000000001,3476.898,5607.900000000001,280.39500000000004,5327.505
SO - 000349,In-Store,WARE-PUJ1005,2018-04-10,2018-06-30,2018-07-04,2018-07-11,USD,6,12,274,37,2,0.075,1165.8,827.718,2331.6,174.86999999999998,2156.73
SO - 000350,Online,WARE-PUJ1005,2018-04-10,2018-06-30,2018-07-27,2018-08-06,USD,16,17,277,44,2,0.05,1949.7,1520.766,3899.4,194.97000000000003,3704.4300000000003
SO - 000351,Distributor,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-11,2018-07-16,USD,21,40,147,34,8,0.1,3685.0,2690.05,29480.0,2948.0,26532.0
SO - 000352,Distributor,WARE-MKL1006,2018-04-10,2018-06-30,2018-07-17,2018-07-26,USD,20,3,332,17,2,0.4,2633.1,1816.839,5266.2,2106.48,3159.72
SO - 000353,Online,WARE-PUJ1005,2018-04-10,2018-06-30,2018-07-11,2018-07-13,USD,19,26,274,23,1,0.075,1072.0,460.96,1072.0,80.39999999999999,991.6
SO - 000354,In-Store,WARE-XYS1001,2018-04-10,2018-06-30,2018-07-04,2018-07-05,USD,1,38,33,8,1,0.075,3537.6,1910.304,3537.6,265.32,3272.2799999999997
SO - 000355,In-Store,WARE-UHY1004,2018-04-10,2018-06-30,2018-07-21,2018-07-24,USD,9,41,233,13,8,0.2,1092.1,622.4970000000001,8736.8,1747.36,6989.44
SO - 000356,In-Store,WARE-PUJ1005,2017-12-31,2018-06-30,2018-07-20,2018-07-22,USD,12,17,262,5,4,0.05,1748.7,1136.655,6994.8,349.74,6645.06
SO - 000357,Online,WARE-XYS1001,2018-04-10,2018-06-30,2018-07-24,2018-07-29,USD,18,49,6,9,8,0.075,891.1,739.6129999999999,7128.8,534.66,6594.14
SO - 000358,In-Store,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-21,2018-07-28,USD,2,41,159,23,5,0.05,3082.0,1510.18,15410.0,770.5,14639.5
SO - 000359,In-Store,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-17,2018-07-21,USD,9,34,148,15,5,0.075,1125.6,776.664,5628.0,422.09999999999997,5205.9
SO - 000360,In-Store,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-13,2018-07-18,USD,7,46,102,22,6,0.075,1252.9,651.508,7517.400000000001,563.8050000000001,6953.595
SO - 000361,Wholesale,WARE-MKL1006,2018-04-10,2018-07-01,2018-07-04,2018-07-09,USD,28,44,362,45,1,0.075,837.5,527.625,837.5,62.8125,774.6875
SO - 000362,Wholesale,WARE-PUJ1005,2018-04-10,2018-07-01,2018-07-29,2018-08-08,USD,25,21,295,40,1,0.075,1031.8,773.8499999999999,1031.8,77.38499999999999,954.415
SO - 000363,Online,WARE-UHY1004,2018-04-10,2018-07-01,2018-07-06,2018-07-09,USD,14,7,256,28,4,0.15,2385.2000000000003,1454.9720000000002,9540.800000000001,1431.1200000000001,8109.680000000001
SO - 000364,In-Store,WARE-NMK1003,2018-04-10,2018-07-01,2018-07-16,2018-07-18,USD,1,48,154,30,2,0.05,1802.3,1153.472,3604.6,180.23000000000002,3424.37
SO - 000365,Wholesale,WARE-PUJ1005,2018-04-10,2018-07-01,2018-07-19,2018-07-22,USD,26,40,270,27,5,0.05,1018.4,753.616,5092.0,254.60000000000002,4837.4
SO - 000366,Online,WARE-NMK1003,2018-04-10,2018-07-01,2018-07-07,2018-07-12,USD,13,35,102,40,7,0.4,3946.3,1815.298,27624.100000000002,11049.640000000001,16574.46
SO - 000367,In-Store,WARE-NMK1003,2018-04-10,2018-07-01,2018-07-20,2018-07-21,USD,9,21,131,15,7,0.2,3953.0,2095.09,27671.0,5534.200000000001,22136.8
SO - 000368,In-Store,WARE-NMK1003,2017-12-31,2018-07-02,2018-07-16,2018-07-22,USD,11,1,160,33,6,0.075,5098.7,3416.129,30592.199999999997,2294.4149999999995,28297.784999999996
SO - 000369,Online,WARE-MKL1006,2018-04-10,2018-07-02,2018-07-10,2018-07-15,USD,15,9,347,5,8,0.075,3758.7,1954.524,30069.6,2255.22,27814.379999999997
SO - 000370,Distributor,WARE-XYS1001,2018-04-10,2018-07-02,2018-07-07,2018-07-11,USD,24,9,45,18,7,0.15,911.2,610.504,6378.400000000001,956.76,5421.64
SO - 000371,Distributor,WARE-UHY1004,2018-04-10,2018-07-02,2018-07-04,2018-07-06,USD,21,26,238,22,3,0.4,904.5,379.89,2713.5,1085.4,1628.1
SO - 000372,Online,WARE-NMK1003,2018-04-10,2018-07-02,2018-07-08,2018-07-18,USD,18,21,128,5,3,0.05,911.2,410.04,2733.6000000000004,136.68000000000004,2596.9200000000005
SO - 000373,Online,WARE-XYS1001,2018-04-10,2018-07-02,2018-07-08,2018-07-11,USD,19,6,39,21,5,0.3,227.8,134.402,1139.0,341.7,797.3
SO - 000374,In-Store,WARE-NBV1002,2018-04-10,2018-07-02,2018-07-21,2018-07-27,USD,3,14,69,40,4,0.075,254.6,117.116,1018.4,76.38,942.02
SO - 000375,Wholesale,WARE-XYS1001,2017-12-31,2018-07-02,2018-07-20,2018-07-21,USD,27,33,29,35,3,0.075,683.4,444.21,2050.2,153.765,1896.435
SO - 000376,In-Store,WARE-NMK1003,2018-04-10,2018-07-03,2018-07-15,2018-07-20,USD,4,43,159,20,7,0.05,3919.5,2234.115,27436.5,1371.825,26064.675
SO - 000377,Wholesale,WARE-MKL1006,2018-04-10,2018-07-03,2018-07-24,2018-07-25,USD,26,25,353,12,8,0.05,1092.1,786.3120000000001,8736.8,436.84,8299.96
SO - 000378,In-Store,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-24,2018-08-03,USD,4,10,199,20,4,0.05,924.6,536.268,3698.4,184.92000000000002,3513.48
SO - 000379,Online,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-31,2018-08-06,USD,17,45,182,22,8,0.05,1018.4,794.352,8147.2,407.36,7739.84
SO - 000380,In-Store,WARE-MKL1006,2018-04-10,2018-07-04,2018-07-25,2018-07-28,USD,1,19,358,13,7,0.2,1788.9,1305.897,12522.300000000001,2504.4600000000005,10017.84
SO - 000381,Distributor,WARE-NBV1002,2018-04-10,2018-07-04,2018-08-01,2018-08-08,USD,23,17,80,47,2,0.3,944.7,538.4789999999999,1889.4,566.82,1322.58
SO - 000382,Wholesale,WARE-NMK1003,2017-12-31,2018-07-04,2018-07-30,2018-07-31,USD,25,39,140,29,3,0.1,3959.7,2573.8050000000003,11879.099999999999,1187.9099999999999,10691.189999999999
SO - 000383,In-Store,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-19,2018-07-25,USD,6,11,146,41,5,0.05,167.5,70.35,837.5,41.875,795.625
SO - 000384,Wholesale,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-15,2018-07-23,USD,25,23,104,22,2,0.05,3872.6,1975.026,7745.2,387.26,7357.94
SO - 000385,In-Store,WARE-NMK1003,2017-12-31,2018-07-04,2018-07-14,2018-07-23,USD,12,12,185,23,8,0.05,6539.2,3858.128,52313.6,2615.6800000000003,49697.92
SO - 000386,Distributor,WARE-XYS1001,2018-04-10,2018-07-04,2018-07-23,2018-07-24,USD,23,44,51,6,1,0.1,1025.1,779.0760000000001,1025.1,102.50999999999999,922.5899999999999
SO - 000387,Distributor,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-07,2018-07-16,USD,21,31,190,29,3,0.1,938.0,572.18,2814.0,281.40000000000003,2532.6
SO - 000388,Wholesale,WARE-MKL1006,2018-04-10,2018-07-04,2018-07-08,2018-07-16,USD,26,19,355,27,3,0.075,1045.2,804.8040000000001,3135.6000000000004,235.17000000000002,2900.4300000000003
SO - 000389,Wholesale,WARE-UHY1004,2018-04-10,2018-07-04,2018-07-19,2018-07-25,USD,28,20,205,19,8,0.15,167.5,112.225,1340.0,201.0,1139.0
SO - 000390,Online,WARE-MKL1006,2018-04-10,2018-07-04,2018-07-30,2018-07-31,USD,15,44,334,45,5,0.075,1721.9,1377.5200000000002,8609.5,645.7125,7963.7875
SO - 000391,Online,WARE-UHY1004,2018-04-10,2018-07-05,2018-07-16,2018-07-19,USD,13,30,242,28,3,0.1,676.7,466.923,2030.1000000000001,203.01000000000002,1827.0900000000001
SO - 000392,In-Store,WARE-NMK1003,2018-04-10,2018-07-05,2018-07-11,2018-07-18,USD,4,47,162,24,2,0.075,167.5,82.075,335.0,25.125,309.875
